id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40381,-3.7413,Private room,31,4,33,15/07/2018,0.29,2,233,0,NA
204570,Lovely 110m2 home - Best location!,1004721,Alex,Centro,Cortes,40.4152,-3.69668,Entire home/apt,180,6,103,12/07/2023,0.68,1,10,2,NA
24805,Gran Via Studio Madrid,346366726,Alvaro,Centro,Universidad,40.42183,-3.70529,Entire home/apt,92,5,35,28/02/2024,0.31,1,91,10,NA
205199,Tafari Gran Via,1008659,Nuria,Centro,Universidad,40.42116,-3.70384,Entire home/apt,65,7,333,25/02/2024,2.18,4,334,26,VT-121
209373,Attic in the Heart of Madrid-WIFI,1031664,José,Centro,Embajadores,40.41126,-3.70347,Private room,32,1,77,02/07/2023,0.52,1,174,18,NA
30320,Great Vacational Apartments,130907,Dana,Centro,Sol,40.41476,-3.70418,Entire home/apt,,5,172,26/09/2022,1.03,3,0,0,NA
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45959,-3.64699,Private room,75,2,190,10/03/2024,1.26,1,306,25,NA
217674,PLAZA MAYOR XVIc. PENTHOUSE DUPLEX ROOFTOP TERRACE,1732442,Anouk,Centro,Sol,40.41538,-3.70741,Entire home/apt,,1,316,19/02/2024,2.1,5,0,39,NA
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41259,-3.70105,Entire home/apt,,3,8,30/05/2017,0.07,1,0,0,NA
219303,*** Malasaña B&B exterior***,499977,Charo,Centro,Universidad,40.42377,-3.70241,Private room,38,1,303,27/02/2024,2,3,288,54,NA
221017,Apartament Center Atocha ll,1146227,Davinia,Centro,Embajadores,40.4131,-3.70086,Entire home/apt,130,3,33,28/02/2024,0.22,2,38,7,NA
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43595,-3.70706,Private room,,25,30,07/03/2020,0.22,3,0,0,NA
40916,Holiday Apartment Madrid Center,130907,Dana,Centro,Universidad,40.42247,-3.70577,Entire home/apt,,5,49,11/12/2021,0.3,3,0,0,NA
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40.4078,-3.70085,Entire home/apt,69,10,538,12/01/2024,3.55,3,292,19,NA
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.41884,-3.69655,Private room,68,1,181,11/03/2024,2.53,3,324,27,NA
233011,Apartament Center Atocha l,1146227,Davinia,Centro,Embajadores,40.41175,-3.70021,Entire home/apt,72,3,32,19/03/2024,0.22,2,291,2,NA
250858,Cheap partament near green Areas R1,630482,Raquel,Carabanchel,Opañel,40.39231,-3.72359,Private room,40,30,2,08/05/2012,0.01,1,364,0,NA
70073,Adorable Apartment Malasaña-Gran Via,353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,94,28,32,03/07/2023,0.21,3,176,4,NA
256004,ARCO TOLEDO - CUCHILLEROS ST. CASA BALCONIES,1732442,Anouk,Centro,Sol,40.41428,-3.70767,Entire home/apt,94,3,191,25/02/2024,1.31,5,340,28,VT-519
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,65,30,29,18/11/2023,0.18,3,276,3,NA
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40.4115,-3.70449,Entire home/apt,163,3,109,04/03/2024,0.68,5,177,1,NA
258713,"Apartamento céntrico, tranquilo y luminoso.",1359945,Azucena,Arganzuela,Chopera,40.39627,-3.69926,Entire home/apt,91,4,44,10/03/2024,0.33,1,10,32,NA
74352,Cozy apartment in the coolest  neighbourhood,391014,Juan,Centro,Embajadores,40.40864,-3.70884,Entire home/apt,80,8,5,04/08/2019,0.06,1,1,0,NA
82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,Recoletos,40.42342,-3.68123,Entire home/apt,,3,105,29/11/2017,0.67,1,0,0,NA
260951,"Spectacular Loft ""A"" Ifema  Madrid",1351865,Angela,Hortaleza,Valdefuentes,40.47189,-3.62966,Entire home/apt,260,3,136,21/05/2021,0.94,2,137,0,NA
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40866,-3.70374,Entire home/apt,80,7,184,29/09/2021,1.17,1,69,0,NA
261878,Great Studio! Best Reviews!,1373873,Al,Centro,Universidad,40.42377853,-3.702780962,Entire home/apt,140,1,611,03/03/2024,4.07,1,126,42,NA
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,200,3,198,27/01/2024,1.27,5,180,15,NA
263748,"LOFT ""C"" cerca de  IFEMA Madrid",1351865,Angela,Hortaleza,Valdefuentes,40.47142,-3.62881,Entire home/apt,110,2,133,18/02/2024,0.94,2,292,10,NA
89954,Amazing apt in the historic center,487095,Beatriz,Centro,Palacio,40.41358,-3.71353,Entire home/apt,180,3,247,01/01/2024,1.59,1,335,20,NA
268275,Madrid Centro Puerta del Sol - Atocha con balcones,1406073,Jose Antonio,Centro,Embajadores,40.412682,-3.702548,Entire home/apt,120,3,69,12/10/2023,0.47,1,236,6,NA
272279,"Welcome home, El Rastro",1425071,Enrique,Centro,Embajadores,40.4093,-3.70884,Entire home/apt,129,5,214,02/03/2024,1.44,2,66,26,NA
93100,*** MALASAÑA B&B ***,499977,Charo,Centro,Universidad,40.42378,-3.70248,Private room,39,1,847,18/03/2024,5.4,3,289,87,NA
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50044,-3.67032,Entire home/apt,,2,3,24/06/2016,0.03,1,0,0,NA
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43422,-3.64196,Private room,,3,0,,,1,0,0,NA
281224,¡Tranquilo y Cómodo apto en Ópera Palacio Real!,1466005,Pe,Centro,Palacio,40.41685,-3.70882,Entire home/apt,105,2,136,21/06/2023,1.49,1,308,2,NA
103541,CENTRAL AND COMFORT APTO. W/PARKING,361930,Maria,Chamberí,Almagro,40.43815,-3.69764,Entire home/apt,129,2,289,26/02/2024,1.86,3,283,43,NA
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42683,-3.71108,Private room,,1,11,08/11/2014,0.07,2,0,0,NA
297017,Charming Prado Luxury,4677030,Jaime,Centro,Cortes,40.41414,-3.69419,Entire home/apt,,1,68,22/12/2021,0.68,6,1,0,NA
114854,NICE CENTRAL TOURISM-BUSINESS APTO,361930,Maria,Chamberí,Rios Rosas,40.4382,-3.69389,Entire home/apt,95,2,149,11/03/2024,0.98,3,147,13,NA
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,38,1,341,15/03/2024,2.22,4,347,67,NA
310333,"Central, cute & Art Apartment",1596220,Paloma,Centro,Embajadores,40.40908377,-3.695142807,Entire home/apt,91,4,167,17/03/2024,1.19,1,193,21,NA
132428,Habitacion en Anton Martin,650803,Jose Luis,Centro,Embajadores,40.41012,-3.69709,Private room,33,3,159,11/07/2023,1.92,1,325,7,NA
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,147,2,159,18/03/2024,2.08,1,27,42,NA
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35761,-3.69723,Private room,24,1,97,30/10/2022,0.63,1,0,0,NA
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40.42242,-3.69562,Entire home/apt,90,5,54,10/02/2024,0.37,1,193,5,NA
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42838,-3.70345,Entire home/apt,65,28,143,05/03/2024,0.98,2,189,8,NA
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41285,-3.69553,Entire home/apt,100,3,197,15/03/2024,1.36,1,125,17,VT-6570
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Trafalgar,40.43765,-3.70408,Entire home/apt,,90,8,17/03/2019,0.05,1,87,0,NA
341939,Self-catering Apartment in Madrid,1694537,Miguel Angel & Iaia,Centro,Embajadores,40.41037,-3.70018,Entire home/apt,63,12,181,11/11/2023,1.23,1,139,4,NA
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45575,-3.64912,Private room,78,1,42,16/02/2024,0.29,2,347,2,NA
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.41015,-3.69797,Entire home/apt,90,5,39,03/01/2024,0.27,2,278,3,NA
345249,Paseo Castellana Deluxe Santiago Bernabeu,1751133,The Punset Family,Tetuán,Almenara,40.47148,-3.68946,Entire home/apt,145,32,31,11/01/2024,0.23,2,330,3,NA
196197,THIS GREAT VIEW IN BRIGHT LATINA,852616,Meyling,Centro,Palacio,40.41235,-3.70967,Entire home/apt,88,3,419,07/03/2024,2.74,2,225,51,NA
347510,Classy Central Family Alcalá Deluxe,1751133,The Punset Family,Salamanca,Fuente del Berro,40.42881,-3.66605,Entire home/apt,149,32,42,17/04/2021,0.29,2,233,0,NA
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.4249,-3.7097,Entire home/apt,,20,38,03/07/2018,0.26,2,0,0,NA
198296,Very quiet central top floor with 2 terraces,967721,Santi,Centro,Universidad,40.42589,-3.70565,Entire home/apt,171,2,77,12/02/2024,0.55,2,126,1,NA
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40988,-3.67503,Entire home/apt,144,2,236,16/03/2024,1.62,2,131,52,NA
199016,Habitación en ático muy céntrico con dos terrazas,967721,Santi,Centro,Universidad,40.4257,-3.70383,Private room,41,3,32,27/02/2024,0.3,2,313,6,NA
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.41676,-3.70682,Private room,49,2,566,07/03/2024,3.89,1,161,60,NA
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,99,3,192,03/03/2024,1.26,1,9,16,NA
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41944,-3.70945,Entire home/apt,89,2,146,15/03/2024,1.01,1,73,30,NA
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43201,-3.68358,Entire home/apt,,14,0,,,1,0,0,33866
374558,Swimming Pool & Chill Out Terrace - trendy Chueca,1884261,Henrique Manuel,Centro,Justicia,40.42166,-3.69615,Entire home/apt,77,1,149,17/03/2024,1.12,1,63,50,NA
604150,El Rincón de Serrano,2990747,Raúl,Salamanca,Castellana,40.4312,-3.68502,Entire home/apt,115,4,2,19/09/2013,0.02,1,123,0,NA
375472,Estupenda habitación en el centro,1888816,Margarita,Arganzuela,Acacias,40.40334,-3.70254,Private room,32,5,150,10/02/2024,1.06,4,11,2,NA
604632,habitacion luminosa madrid-centro,2993477,Geronima,Tetuán,Berruguete,40.457,-3.70436,Private room,28,1,79,10/02/2024,0.73,5,364,15,NA
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.41115,-3.69673,Entire home/apt,70,7,35,10/03/2024,0.28,2,256,4,NA
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40743,-3.74293,Private room,31,3,245,18/03/2024,1.74,3,28,25,NA
396532,"Apart. 25mts from Gran Via,exterior",1981346,Daniel,Centro,Sol,40.41959,-3.70373,Entire home/apt,119,3,121,24/09/2023,0.84,1,79,2,NA
607548,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,San Diego,40.39366,-3.66535,Private room,,2,2,21/04/2014,0.01,1,0,0,NA
608742,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41744,-3.70873,Entire home/apt,86,2,633,18/03/2024,4.47,3,16,60,NA
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41769,-3.69974,Entire home/apt,,3,7,17/08/2015,0.05,1,0,0,NA
616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,Prosperidad,40.43922,-3.67574,Private room,,1,74,19/09/2018,0.53,1,0,0,NA
618576,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,Palacio,40.41771,-3.70925,Entire home/apt,99,2,434,08/03/2024,3.1,3,14,65,NA
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,Private room,29,4,190,03/01/2024,1.31,1,197,22,NA
625566,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,Acacias,40.40349,-3.70418,Entire home/apt,,2,25,02/01/2017,0.19,1,0,0,NA
631737,"Chamartin, Large, Warm, Calm & lux",3141727,Esther,Chamartín,Castilla,40.47143,-3.6748,Entire home/apt,,3,1,14/09/2012,0.01,1,0,0,NA
415967,LAVAPIES CLASSY (CENTER TOWN),2068619,Alfonso,Centro,Embajadores,40.40827,-3.70049,Entire home/apt,90,7,151,25/11/2018,1.04,2,84,0,NA
643471,CHEAP & NICE B&B IN MADRID CENTRE,3290138,Juan Jesus,Centro,Embajadores,40.41256,-3.70373,Private room,,5,48,25/03/2022,0.38,2,0,0,NA
420039,Bonito estudio en pleno centro Recién reformado,9934732,Fernando Javier,Centro,Universidad,40.42738,-3.70635,Entire home/apt,104,1,700,28/01/2024,4.87,3,276,3,VT 7436
644656,Piso de 3 habitaciones junto al metro,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42432,-3.6399,Private room,35,7,4,19/01/2023,0.07,2,322,0,NA
655514,Room for one or two people,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42432,-3.6399,Private room,30,4,5,18/09/2023,0.35,2,279,3,NA
427407,study sol-atocha I,2106353,Reyes,Centro,Embajadores,40.41155,-3.70146,Entire home/apt,133,2,14,06/10/2023,0.1,2,306,1,NA
661255,Feel at home (ATTIC),3338284,Sonia,Centro,Embajadores,40.4104805,-3.706396103,Entire home/apt,126,3,53,12/11/2023,0.38,1,294,12,NA
429306,Vintage and Scandi Chic at an Historic Central Madrid Home,2134007,Lola,Chamberí,Arapiles,40.43028,-3.70732,Entire home/apt,132,3,228,14/02/2024,1.6,1,50,16,VT-2555
663761,Habitacion con litera para 2 o 3,3352121,Fran&Joni,Villa de Vallecas,Casco Histórico de Vallecas,40.37093,-3.62298,Private room,,1,4,06/12/2015,0.04,1,0,0,NA
429604,sol-atocha II study,2106353,Reyes,Centro,Cortes,40.4135,-3.70145,Entire home/apt,139,2,8,25/06/2023,0.06,2,310,3,NA
668753,Sunny bdm. One of Madrid best areas,3385307,Iguacel,Chamberí,Trafalgar,40.43287,-3.7007,Private room,46,4,81,29/01/2020,0.63,2,304,0,NA
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,61,4,421,07/03/2024,2.92,1,195,58,NA
683969,I share my flat.Two bedroom.Women.,3487329,KMitocondria,Carabanchel,Puerta Bonita,40.37609,-3.74279,Entire home/apt,,1,0,,,1,0,0,NA
451174,Large single room in Madrid´s trending Almagro.,2240898,Alejandro,Chamberí,Almagro,40.434551,-3.698387,Private room,48,3,43,18/02/2024,0.6,1,80,19,NA
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,Private room,,2,18,16/03/2024,0.22,1,0,11,NA
684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41747,-3.70979,Entire home/apt,250,2,163,22/10/2023,1.28,1,169,6,NA
685152,house-hotel,3494012,Farah Maria,Hortaleza,Pinar del Rey,40.4696,-3.65012,Entire home/apt,160,3,152,04/01/2024,1.56,2,251,25,NA
462072,Spectacular Penthouse 95 m² Latina,2296476,Raúl,Centro,Palacio,40.40869,-3.71073,Entire home/apt,180,3,175,27/02/2024,1.22,1,0,31,VT-11049
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio,Centro,Universidad,40.42123,-3.70133,Entire home/apt,46,30,288,26/12/2023,2,1,214,8,NA
688795,PLAZA MAYOR - FELIPE III PENTH. ROOFTOP BALCONY,1732442,Anouk,Centro,Sol,40.41584,-3.70683,Entire home/apt,309,3,211,05/03/2024,1.54,5,319,36,VT-716
689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47444,-3.67135,Private room,,1,15,22/12/2017,0.11,1,0,0,NA
692358,Amazing 11th floor with a/a for 8 people,3540348,Román,Villaverde,Los Angeles,40.36089,-3.69594,Entire home/apt,110,3,304,04/03/2024,2.19,6,27,51,VT1962
470132,❤Quiet & Comfortable apartment downtown,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Entire home/apt,84,4,48,20/12/2023,0.33,1,154,5,VT-297
694867,Tranquilo y cómodo apartamento en Madrid 5PAX,3540348,Román,Villaverde,Los Angeles,40.35701,-3.69643,Entire home/apt,87,3,275,10/03/2024,2.38,6,40,38,VT-2392
695909,Madrid Central Modern Apartment,3021792,Jose,Centro,Universidad,40.4256,-3.70436,Entire home/apt,139,7,214,20/02/2020,2.08,1,1,0,NA
696928,alquilo habitación,3569462,Claudia,Salamanca,Lista,40.43003,-3.67429,Shared room,70,2,87,11/12/2023,0.95,2,365,13,NA
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,Private room,44,1,17,09/12/2021,0.12,1,89,0,NA
704155,Apartment  in the center of Madrid,3606346,José,Centro,Embajadores,40.41389,-3.70461,Entire home/apt,127,1,361,15/03/2024,2.6,6,19,47,NA
491070,NICE APT IN THE HEART OF MADRID !!!,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,Entire home/apt,95,60,19,26/12/2022,0.13,1,231,0,VT-8441
709208,Apartment in the heart of Madrid,3648882,Luz,Centro,Sol,40.41697,-3.70732,Entire home/apt,86,2,727,16/03/2024,5.22,1,278,68,NA
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41234,-3.70186,Entire home/apt,137,4,267,20/03/2024,1.96,1,215,51,VT-2176
710156,HB 2 AIRPORT/IFEMA,3654886,Sara,Barajas,Alameda de Osuna,40.45319,-3.592383,Private room,,1,194,02/10/2022,1.39,2,0,0,NA
502918,PAISAJE DE LA LUZ: Confortable habitación,2480913,Elvira,Centro,Cortes,40.41155,-3.69492,Private room,60,3,155,18/12/2023,1.61,1,208,25,NA
716292,Just in the centre: Malasaña,3691303,Paloma,Centro,Universidad,40.42616,-3.70263,Entire home/apt,138,12,96,16/01/2024,0.78,1,258,9,NA
506956,Precioso  apartamento  céntrico,1932547,Nieves,Ciudad Lineal,Concepción,40.44117,-3.64841,Entire home/apt,101,1,616,20/03/2024,6.23,1,27,84,NA
717313,Unique stylish near Royal Palace,3698406,Arman,Centro,Palacio,40.41222,-3.71365,Entire home/apt,95,3,228,17/03/2024,1.63,1,172,35,NA
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42323,-3.70434,Entire home/apt,134,15,35,01/01/2024,0.25,4,268,8,VT-8051
721377,40M2 LOFT GREAT FOR STUDENT 100M WF,3724500,Lucrecia,Fuencarral - El Pardo,Valverde,40.50069,-3.68994,Entire home/apt,50,7,45,29/02/2024,0.33,1,146,5,NA
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,Cortes,40.41412,-3.70057,Shared room,95,2,19,24/10/2023,0.23,1,365,5,NA
723088,LOVELY FLAT IN PLAZA DE CHUECA,2555202,Norah,Centro,Justicia,40.42536,-3.69887,Entire home/apt,154,3,217,17/03/2024,1.56,1,283,32,NA
514917,"Nice room, nice flat",83531,Abdel,Latina,Puerta del Angel,40.40445,-3.7398,Private room,31,4,26,27/07/2018,0.19,2,325,0,NA
724700,"2 Apt Centro Madrid, Tirso De Molina",3746437,Nuria,Centro,Embajadores,40.4107,-3.70253,Entire home/apt,130,1,47,31/07/2023,0.43,2,181,1,VT-0012
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41152,-3.70991,Entire home/apt,151,4,107,02/01/2024,0.92,1,88,6,VT-2141
524003,Habitación con baño privado a 3 minutos de P Mayor,2576044,Angel,Centro,Embajadores,40.41327,-3.70223,Private room,80,2,525,11/03/2024,3.76,1,265,50,NA
727588,"CENTRIC NEAR TO M30, 2 BEDROOMS",498646,Irma,Puente de Vallecas,San Diego,40.39368,-3.66975,Entire home/apt,52,30,28,11/11/2023,0.27,3,279,1,NA
728978,Charming Loft in Historical Center,1566057,Angel L.,Centro,Embajadores,40.41212,-3.69983,Entire home/apt,120,15,191,01/03/2024,1.38,1,285,3,NA
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.4057,-3.67605,Private room,,2,1,04/08/2012,0.01,1,0,0,NA
730347,APARTMENT FOR 7 PEOPLE LOCATED IN PLAZA MAYOR,3797913,Rocio,Centro,Sol,40.41534,-3.70757,Entire home/apt,171,3,233,17/03/2024,1.75,5,261,28,VT-52
730502,APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE,3797913,Rocio,Centro,Palacio,40.41826,-3.71244,Entire home/apt,156,3,75,16/03/2024,0.67,5,0,25,VT-51
526513,Sol.  Your home in Madrid´s Heart,1134989,Rut,Centro,Sol,40.41604,-3.70834,Entire home/apt,97,2,777,15/03/2024,5.42,1,257,94,VT-2803
733365,Espacio acogedor para tu descanso.,3821608,Charo,Chamberí,Trafalgar,40.43653,-3.70421,Private room,43,3,96,16/03/2024,0.8,1,206,14,NA
734053,Independent room for students,3825783,Elisa,Retiro,Ibiza,40.41731,-3.6731,Private room,50,30,12,05/12/2023,0.13,1,143,4,NA
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42286,-3.70236,Private room,43,3,592,08/01/2024,4.23,1,9,12,NA
540937,MELROSEPIES apartment  A/C City Centre Free WIFI,2659070,Ana,Centro,Embajadores,40.40954,-3.70096,Entire home/apt,68,2,335,26/02/2024,2.35,1,91,37,VT-8720
745664,"WIFI B&B , BATH, TWO BEDS, CENTER, AWESOME.",3591751,Fernando,Arganzuela,Acacias,40.40449,-3.70463,Private room,38,3,473,13/03/2024,3.97,2,181,33,NA
747873,Stylish apartment in the city center,1625657,Matias,Centro,Universidad,40.42329,-3.70833,Entire home/apt,126,2,363,24/02/2024,2.62,3,56,36,VT-6783
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45841,-3.67598,Private room,32,3,86,29/02/2024,0.65,2,136,22,NA
748627,"centro Madrid , bonito y silencioso.",3802511,Angeles,Centro,Embajadores,40.40678,-3.69915,Entire home/apt,131,2,10,19/03/2024,0.07,1,336,9,NA
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.419,-3.67774,Entire home/apt,123,7,172,14/11/2023,1.24,1,170,10,VT-3072
748854,Host family in the center of Madrid,1888816,Margarita,Arganzuela,Acacias,40.40333,-3.7025,Private room,30,5,193,09/03/2024,1.42,4,69,15,NA
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41309,-3.69775,Private room,51,3,370,16/03/2024,2.59,1,302,37,NA
749957,Estudio en el Paseo del Pintor Rosa,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42796,-3.72054,Entire home/apt,44,15,33,24/11/2023,0.25,4,145,6,NA
558690,Bº Salamanca - 5pax - 3 hab - 2 wc,2747005,Maribel,Salamanca,Goya,40.42274,-3.66972,Entire home/apt,160,14,83,19/06/2023,0.65,1,111,5,VT-2480
750257,Holiday Estudio  Madrid Center,130907,Dana,Centro,Universidad,40.42057,-3.70486,Entire home/apt,,5,23,02/06/2019,0.18,3,0,0,NA
751527,Gran apartamento Plaza de España (ref. VT-2053),3951702,Juan Antonio,Centro,Universidad,40.42482,-3.71084,Entire home/apt,249,5,85,04/03/2024,0.64,1,153,17,VT-2053
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40683,-3.69932,Entire home/apt,74,4,232,06/03/2024,1.96,1,88,22,VT-8490
751530,Downtown Apartment.PLAZA MAYOR.Wifi.Cozy.Cleansed.,3898452,Consuelo,Centro,Sol,40.41429,-3.70649,Entire home/apt,69,3,555,18/03/2024,4.01,2,201,53,VT-12957
566241,LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM,2785251,Susana,Centro,Embajadores,40.40913,-3.699,Entire home/apt,120,30,30,28/11/2021,0.21,1,233,0,NA
752424,2br Apartment La Latina / Rastro,216570,Miguel,Centro,Embajadores,40.40687,-3.70917,Entire home/apt,220,2,116,10/07/2022,0.84,1,87,0,NA
568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,Puerta del Angel,40.41016,-3.72863,Private room,20,2,195,07/03/2019,1.42,1,0,0,NA
752883,ALQUILO HABITACIÓN MUY LUMINOSA. MÍNIMO 6 MESES,3960415,Cristina,Latina,Puerta del Angel,40.40788,-3.73147,Private room,45,200,0,,,1,358,0,NA
570158,Stanza- Carina,2347489,Jeanet,Tetuán,Cuatro Caminos,40.447,-3.70291,Private room,25,6,43,24/01/2024,0.31,1,174,3,NA
754678,APARTMENT IN THE CENTRE OF MADRID.,3961468,Domingo,Centro,Cortes,40.41382,-3.69514,Entire home/apt,169,3,375,15/03/2024,2.76,1,194,50,NA
572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,Trafalgar,40.42993,-3.70339,Private room,,3,0,,,1,0,0,NA
755587,Centro/Apartm/Plaza Mayor/Wifi/cozy,3898452,Consuelo,Centro,Palacio,40.41497,-3.70853,Entire home/apt,69,3,509,10/03/2024,3.71,2,131,52,VT-12958
576487,"House in Barajas, close to Airport and Ifema.",2312712,Pilar,Barajas,Casco Histórico de Barajas,40.4739,-3.57583,Entire home/apt,96,1,650,14/03/2024,4.66,1,107,106,NA
758670,Cozy room Aeropuerto/Csic/Estadio Civitas/Ifema.,2536524,Marina,San Blas - Canillejas,Arcos,40.4267,-3.61631,Private room,62,1,27,22/02/2024,0.25,5,101,5,NA
760482,Dúplex-Penthouse Cuzco-Castellana Smart,4008643,Smart Apartments Madrid,Tetuán,Castillejos,40.45989,-3.69472,Entire home/apt,229,3,101,05/08/2023,0.74,4,4,1,4588
578731,"Centric, Quiet, Bright Apartment.",2847013,Santiago,Centro,Universidad,40.42551,-3.70812,Entire home/apt,116,2,424,17/02/2024,2.99,3,276,42,VT680
761098,Compostela Suites Madrid Aeropuerto,4012305,Compostela,San Blas - Canillejas,Rejas,40.44655,-3.58128,Entire home/apt,120,1,117,25/02/2024,1.19,1,318,18,NA
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41151,-3.70257,Entire home/apt,,2,5,19/05/2014,0.04,1,0,0,NA
761159,DOWNTOWN-APARTMENT-PLAZA MAYOR-COZY-WIFI-PARKING.,4012290,Alberto,Centro,Sol,40.41399,-3.70776,Entire home/apt,70,3,558,17/03/2024,4.03,2,207,67,VT-12959
763214,Madrid - CASCO ANTIGUO - Palacio Real,4032439,Maria,Centro,Palacio,40.40883973,-3.715069935,Entire home/apt,81,3,184,11/03/2024,1.48,1,251,40,NA
