id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
16993980,Penthouse Amazing Terrace  Madrid Center Luxury,113826816,David Y Luis Miguel,Centro,Sol,40.41855,-3.69979,Entire home/apt,621,1,298,20/03/2024,3.43,1,228,42,VT-5014
17235126,Habitación muy tranquila en el Centro de Madrid.,116088603,María,Arganzuela,Acacias,40.40184,-3.70176,Private room,,2,5,21/05/2023,0.06,1,0,1,NA
17243915,"PENTHOUSE 4 BR, 4 BA & 60M2 TERRACE",112223963,Carlos Apamac,Centro,Sol,40.41976,-3.70023,Entire home/apt,514,2,241,17/03/2024,2.81,2,88,44,Pendiente
17244421,Mid Century Flat,102717354,Juan Jose,Chamberí,Vallehermoso,40.44098,-3.71727,Entire home/apt,,1,0,,,1,0,0,NA
17006923,Matilda - Modern app  metro Arturo Soria - Pool,47535952,Cecilia,Hortaleza,Piovera,40.45686,-3.6541,Entire home/apt,85,15,1,20/02/2017,0.01,1,157,0,NA
17019062,Maravilloso apartamento en el Centro de Madrid,82444353,Concepción,Salamanca,Goya,40.42201,-3.67589,Entire home/apt,69,90,5,15/06/2018,0.06,1,79,0,NA
17244583,BEAUTIFUL AND COMFORTABLE ROOM + PRIVATE BATHROOM,5387587,Leopoldo,Centro,Universidad,40.42659,-3.70264,Private room,54,2,226,07/03/2024,2.65,2,101,62,NA
17019106,Apartamento diseño a 10min de Atocha y Lavapiés.,24109233,Natalia,Arganzuela,Acacias,40.40473,-3.7034,Entire home/apt,137,3,23,07/06/2021,0.28,1,13,0,VT-8008
17020361,Diseño y estilo en el centro rodeado de museos,11384281,Raúl,Centro,Cortes,40.41393,-3.69726,Entire home/apt,,2,61,11/10/2018,0.72,1,0,0,NA
17261361,Apartamento en pleno centro de Madrid,116361333,Sonia,Centro,Universidad,40.42405,-3.7107,Entire home/apt,,1,98,02/11/2018,1.16,1,0,0,NA
17027532,Santa Ana Madrid Center New appart 2 bedrooms,13203132,Beatriz,Centro,Cortes,40.41672,-3.69844,Entire home/apt,153,20,63,05/01/2024,0.73,7,258,6,NA
17262555,"CENTRIC*MALASAÑA*CHARMING*Design, EARLY CHECk IN",116358400,Mariola,Chamberí,Trafalgar,40.43093,-3.7013,Entire home/apt,126,1,413,10/03/2024,4.79,2,187,82,NA
17262735,CENTRIC MALASAÑA⭐ CHARMING DESIGN ⭐EARLY CHECK IN,116358400,Mariola,Chamberí,Trafalgar,40.42925,-3.70276,Entire home/apt,125,1,437,12/03/2024,5.09,2,143,74,NA
17541183,Apartamento  MdR,88670939,Laila,Villaverde,Los Angeles,40.36029,-3.69859,Entire home/apt,78,4,188,09/03/2024,2.43,1,79,37,VT-5510
17267431,Acogedor y luminoso apartamento ZONA BERNABEU,18760415,Miriam,Chamartín,Hispanoamérica,40.45555,-3.68049,Entire home/apt,61,3,174,03/03/2024,2.09,1,233,35,VT-2874
17268275,Cozy single room area Bernabeu,101837171,Charo,Tetuán,Castillejos,40.45644,-3.69358,Private room,46,2,18,09/09/2021,0.21,2,206,0,NA
17553971,Luminoso apartamento en Palacio,119002469,Antonio,Centro,Palacio,40.41633,-3.70975,Entire home/apt,100,3,167,14/03/2024,1.97,1,200,49,VT-3575
17281972,Spacious and Elegant Apartment in Reina Sofía,61396897,Ángel Stayaday,Centro,Embajadores,40.4089,-3.6945,Entire home/apt,163,3,293,19/03/2024,3.41,10,0,57,0
17567666,BigBed 1'20 on Center Gim/IndoorPool/Parking €×tra,119273434,Uge,Chamartín,Ciudad Jardín,40.4447,-3.67693,Private room,,2,1,24/04/2017,0.01,1,0,0,NA
17285106,Habitación con balcón y vistas,116591604,Miguel Ángel,Centro,Embajadores,40.40855,-3.70512,Private room,,3,108,27/10/2023,1.26,1,0,27,NA
17290793,Cosy Studio with Patio in Madrid centre,116641080,Cristina,Arganzuela,Delicias,40.398506,-3.695627,Entire home/apt,75,4,244,11/03/2024,2.83,2,143,46,NA
17571687,"Apartment in ""old Madrid of the Hapsburgs""",56195761,Alfonso,Centro,Palacio,40.41231,-3.70884,Entire home/apt,89,21,52,29/02/2024,0.61,4,215,10,VT-6896
17581243,Bonito piso en pleno centro de Madrid,10654623,Javier,Centro,Embajadores,40.40805,-3.69976,Entire home/apt,107,5,126,17/03/2024,1.49,6,111,21,NA
17306054,Madrid without noise or pollution. GQ22 Bº,116196433,Apartamentos Playtime,Ciudad Lineal,Concepción,40.44497,-3.64198,Entire home/apt,78,7,19,04/01/2024,0.23,5,54,5,NA
17587511,"Bright and spacious apartment, great surroundings.",88435271,Lara,Fuencarral - El Pardo,Mirasierra,40.49216,-3.70606,Entire home/apt,,3,8,24/08/2019,0.09,1,0,0,NA
17587681,Estudio tranquilo en opera,55725852,Carlos,Centro,Palacio,40.41849,-3.7092,Entire home/apt,,300,164,16/03/2020,1.92,1,89,0,2018/133825
17597559,Céntrico y cómodo apto en Chamberí.,102232154,Sara,Chamberí,Trafalgar,40.43287,-3.70297,Entire home/apt,95,3,60,14/03/2024,0.7,1,235,21,VT-6644
17315912,"A sun-flooded, genuine HOME in the heart of Madrid",30977669,Carlos,Centro,Universidad,40.42403,-3.70429,Entire home/apt,105,5,40,08/12/2019,0.47,1,141,0,NA
17599686,JE3 Room with 2 beds + WIFI,61040597,Johanna,Latina,Puerta del Angel,40.41066,-3.73545,Private room,,1,81,16/11/2021,0.96,2,0,0,NA
17602071,"Lovely condo in Chueca, Gran Vía, 4 per",11977337,Guillaume,Centro,Justicia,40.42264,-3.69757,Entire home/apt,195,4,205,07/03/2024,2.43,3,254,35,VT-XXX
17324637,Bonito apartamento en La Latina,116645943,María Y Javier,Centro,Embajadores,40.4123,-3.70704,Entire home/apt,135,28,202,12/03/2024,2.35,2,83,6,VT-2492
17608738,Stylish Comfy Duplex with light - heart of Madrid,119689103,Claudia,Centro,Embajadores,40.40934,-3.69796,Entire home/apt,,2,246,04/03/2024,2.88,1,4,37,VT-7984
17325466,New attic apartment at Opera Theater square,46137740,Ignacio,Centro,Palacio,40.41641,-3.71079,Entire home/apt,66,7,356,19/03/2024,4.34,2,184,65,03/404186.9/17
17614795,Espacioso piso entero en Malasaña,99785421,Victor Francisco,Centro,Universidad,40.42561,-3.70472,Entire home/apt,,5,47,17/02/2021,0.56,1,0,0,NA
17615538,APARTAMENTO EN ARGUELLES,119754501,Myriam,Chamberí,Arapiles,40.43649,-3.70715,Entire home/apt,95,7,28,02/01/2024,0.33,1,239,8,NA
17328265,Piso frente el parque del Retiro,84932839,Miguel,Salamanca,Recoletos,40.42273,-3.68432,Entire home/apt,,1,6,03/07/2017,0.07,1,0,0,NA
17618461,Bright & Spacious 2BD - CITY CENTER,119777096,María Jesús,Centro,Embajadores,40.41125,-3.69902,Entire home/apt,195,1,192,08/03/2024,2.25,1,271,35,NA
17619303,Habitación luminosa y acogedora en Madrid.,37886438,Manuel,Retiro,Adelfas,40.39795,-3.67119,Private room,23,2,292,26/02/2024,3.42,4,53,7,VT-5390
17619720,Dormitorio céntrico y luminoso.,37886438,Manuel,Retiro,Adelfas,40.3986,-3.67134,Private room,23,2,176,14/03/2024,2.13,4,43,9,VT-5390
17621675,Piso en Puente Vallecas ideal para visitar Madrid,36144768,Jairo,Puente de Vallecas,San Diego,40.39342,-3.6705,Entire home/apt,,2,31,02/06/2019,0.37,1,0,0,NA
17352455,ático en paseo de la fama,90563336,Eficacia,Moncloa - Aravaca,Argüelles,40.42475,-3.71267,Entire home/apt,,3,60,15/07/2019,0.7,1,0,0,NA
17629864,Aparta estudio Calle Del Pez (MALASAÑA),114454030,Luis,Centro,Universidad,40.42413,-3.70651,Entire home/apt,71,1,386,03/03/2024,4.56,1,10,57,NA
17367026,"Cosy appartment for up to four, Salamanca District",88384826,Andres,Salamanca,Guindalera,40.43532,-3.66864,Entire home/apt,,3,8,24/09/2018,0.09,1,0,0,NA
17370243,Madrid without noise or pollution. GQ22 3º,116196433,Apartamentos Playtime,Ciudad Lineal,Concepción,40.44497,-3.64198,Entire home/apt,78,7,25,11/06/2023,0.3,5,31,5,NA
17632114,Malasaña - Heart of Madrid!,359844,Begoña,Centro,Universidad,40.42767,-3.70447,Entire home/apt,90,28,26,01/12/2023,0.31,4,238,2,NA
17637901,Habitación en Opera,44205379,Hugo,Centro,Sol,40.41735,-3.70805,Private room,52,2,217,19/03/2024,2.56,3,194,68,NA
17378294,NEW apartment in old Madrid. WIFI,116935070,Natalia Y Roberto,Centro,Embajadores,40.40728,-3.70244,Entire home/apt,,3,187,16/03/2020,2.18,1,0,0,VT-2346
17645452,La Latina/Plaza Mayor & Centro - Luminoso y Limpio,12631821,Pat Y Daniela,Centro,Embajadores,40.40854,-3.70495,Entire home/apt,92,1,386,18/03/2024,4.54,5,228,46,NA
17385452,Private Room in amazing Duplex Malasaña,22480234,Andrea,Centro,Universidad,40.42707825,-3.708493948,Private room,74,1,7,27/11/2023,0.08,2,74,5,NA
17651708,Bonita & silenciosa hab doble,19671287,Nuria,Centro,Embajadores,40.4068,-3.70418,Private room,,2,3,06/06/2017,0.04,1,0,0,NA
17403846,Habitación espaciosa en pleno centro,53282895,Rubén,Centro,Embajadores,40.40932,-3.70086,Private room,,3,0,,,1,0,0,NA
17651985,Double Room With Balcony & Wifi in Beautiful Flat,56518442,Sole,Latina,Puerta del Angel,40.40718,-3.74072,Private room,,2,21,11/07/2017,0.25,1,0,0,NA
17404004,Unique & Cozy LOFT in the heart of Madrid.,117665543,Laura,Centro,Embajadores,40.40858,-3.70213,Entire home/apt,,4,1,24/04/2017,0.01,1,0,0,NA
17653921,Madrid centro. Apartamento recién reformado.,2098458,Alex,Centro,Universidad,40.42414,-3.70183,Entire home/apt,90,3,57,14/11/2021,0.67,1,80,0,NA
17404762,"Alquilo habitacion doble y baño, dos meses Jul-ag",93808783,Cristina,Salamanca,Fuente del Berro,40.42808,-3.6675,Private room,,1,0,,,1,0,0,NA
17662147,Gran Vía - Malasaña   1br Apartment,359844,Begoña,Centro,Universidad,40.42147,-3.70274,Entire home/apt,83,28,15,31/01/2024,0.19,4,277,6,NA
17410518,Dúplex 120m2 en pleno centro de Mad,117733884,Veronica,Centro,Embajadores,40.41222,-3.70357,Private room,,5,0,,,2,0,0,NA
17676026,Gran Vía - Malasaña  Tranquilo,359844,Begoña,Centro,Universidad,40.42153,-3.70272,Entire home/apt,88,28,34,04/11/2023,0.4,4,267,3,NA
17676478,Gran Vía - Malasaña Loft,359844,Begoña,Centro,Universidad,40.4216,-3.70274,Entire home/apt,83,28,30,31/12/2023,0.48,4,306,2,NA
17676506,Casa completa. Buhardilla en Lavapiés.,70811133,Ana,Centro,Embajadores,40.40717,-3.70267,Entire home/apt,,3,2,02/05/2017,0.02,1,0,0,NA
17432436,"Atocha - centre, museum, 2pax, WIFI, A/C, quiet",111323231,Maria,Arganzuela,Palos de Moguer,40.40263,-3.69105,Entire home/apt,88,2,203,06/08/2023,2.46,1,229,12,VT-4043
17451861,La Casita de Estela,117430026,Estela,Tetuán,Berruguete,40.45847,-3.70949,Entire home/apt,67,2,181,11/03/2024,2.14,1,99,38,VT-4211
17681447,"Room in the Paseo del Arte, ATOCHA",120411706,Javier,Arganzuela,Palos de Moguer,40.40706,-3.694,Private room,58,2,170,22/01/2024,2.01,2,135,17,NA
17453051,Precioso estudio Plaza Mayor-Puerta del Sol,118146363,Mercedes,Centro,Palacio,40.41213989,-3.708492041,Entire home/apt,99,2,281,19/03/2024,3.3,1,160,74,expediente Comunidad de Madrid 643/17
17454279,Urban Apartment,90567419,Manu,Puente de Vallecas,San Diego,40.3954,-3.66933,Entire home/apt,,2,159,03/09/2019,1.86,1,0,0,NA
17455886,Madrid/Bernabeu/centro ciudad/,90898792,Maria Del Carmen,Tetuán,Berruguete,40.45847,-3.70511,Entire home/apt,91,4,7,28/12/2023,0.09,1,85,4,NA
17685180,Habitación con baño privado en ático dúplex,120460654,Carolina,Tetuán,Valdeacederas,40.46682499,-3.6976862,Private room,59,1,171,07/03/2024,2.03,1,178,31,NA
17460765,Room (1) in a beautiful Malasaña Attic,2417533,Ziad,Centro,Universidad,40.42178,-3.70321,Private room,49,3,90,04/12/2023,1.06,4,327,19,NA
17692661,Piso bonito en Chamberì,27027172,Fabrizia,Chamberí,Almagro,40.43337,-3.69289,Entire home/apt,150,5,40,18/02/2024,0.48,1,268,8,NA
17704854,Apartamento con encanto en Madrid,62386612,Marine,Villaverde,San Cristobal,40.34606,-3.68996,Entire home/apt,,7,131,25/01/2024,1.54,3,155,8,NA
17471128,Espectacular  apartamento  con vistas al Bernabeu,32849832,Imma,Tetuán,Cuatro Caminos,40.45285,-3.69617,Entire home/apt,,1,0,,,1,0,0,NA
17473273,Habitación Roja Privada 2 Personas - Callao,116363697,Giselle,Centro,Universidad,40.4203,-3.70523,Private room,48,2,266,04/03/2024,3.1,5,222,51,NA
17715586,Stroll to the Royal Palace from a Charming Central Apartment,8077001,Adrian,Centro,Sol,40.41601,-3.70754,Entire home/apt,248,3,207,16/03/2024,2.43,1,168,44,VT4802
17476489,Duplex 120m2 céntrico y luminoso,117733884,Veronica,Centro,Palacio,40.40915,-3.71197,Entire home/apt,,4,1,03/05/2017,0.01,2,0,0,NA
17730772,Apartamento ideal para disfrutar de Madrid,120900525,Ángeles,Centro,Sol,40.41459,-3.70393,Entire home/apt,124,3,134,11/03/2024,1.59,1,286,31,VT-1406
17477280,Get a Taste of Authentic Madrid at a Rustic La Latina Loft,11977337,Guillaume,Centro,Palacio,40.40998,-3.71201,Entire home/apt,192,3,244,05/03/2024,3.43,3,154,57,VT-7486
17731247,* SUNNY * COZY * BRAND NEW * 2Bedroom Holiday Flat,21345930,Emilio,Tetuán,Berruguete,40.45484161,-3.70302701,Entire home/apt,75,5,72,27/01/2024,0.85,1,12,10,NA
17733447,AFFORDABLE ENTIRE APARTMENT IN GOYA,95453068,Kamran,Salamanca,Goya,40.42677,-3.67858,Entire home/apt,,5,0,,,1,0,0,NA
17480108,Impresionante loft en malasaña,16921811,Santiago,Centro,Universidad,40.42456,-3.70491,Entire home/apt,,3,3,01/03/2020,0.06,2,0,0,NA
17734315,Habitación acogedora en edificio tranquilo,105805233,Pablo,Chamartín,Castilla,40.46794,-3.66944,Private room,,1,0,,,1,0,0,NA
17488720,Your Sweet Home,2059942,Lidia,Usera,Almendrales,40.38533,-3.70315,Entire home/apt,,3,20,04/11/2018,0.23,1,0,0,NA
17735333,Acogedor Apartamento Madrid CENTRO,31083349,Raquel,Centro,Embajadores,40.41008418,-3.697106074,Entire home/apt,59,1,825,07/03/2024,9.73,2,46,97,VT-8672
17742031,¿Quieres sentirte cómo en tu hogar? ¡Te espero! :),118174320,Marcos,Tetuán,Castillejos,40.46079,-3.69716,Private room,,3,0,,,1,0,0,NA
17497401,Puerta del SOL Apt Historic Center M.A.D.R.I.D,118572350,Pablo,Centro,Sol,40.41466,-3.70365,Entire home/apt,145,30,33,24/12/2022,0.39,3,152,0,NA
17502428,Ático con terraza en La Latina,118626224,Zira,Centro,Embajadores,40.40892,-3.70788,Entire home/apt,,2,45,08/07/2018,0.53,1,0,0,NA
17743640,Madrid Loft duplex,17204886,May,Fuencarral - El Pardo,Pilar,40.48393,-3.70834,Entire home/apt,85,1,137,10/03/2024,1.63,1,145,22,NA
17750809,Casa de diseño en pleno centro,16277645,Tarek,Centro,Embajadores,40.41169,-3.70626,Entire home/apt,180,2,257,10/03/2024,3.06,4,30,56,NA
17517955,BIG & BRIGHT BEDROOM  (Salamanca neighborhood),93081699,José,Salamanca,Goya,40.42753,-3.67575,Private room,40,14,66,03/12/2023,0.78,2,21,15,NA
17520670,ROOM IN MADRID NEXT TO SIMANCAS SUBWAY,118793746,Jose,San Blas - Canillejas,Simancas,40.42754,-3.62529,Private room,,1,122,08/12/2019,1.43,1,0,0,VT-7409
17527525,Centrally located and quiet apartment in Atocha,118855251,Pablo,Arganzuela,Palos de Moguer,40.40519,-3.69249,Entire home/apt,124,3,187,15/03/2024,2.19,1,131,44,NA
17759717,Single room double bed Bernabeu area,101837171,Charo,Tetuán,Cuatro Caminos,40.4531,-3.69586,Private room,67,30,26,23/04/2023,0.31,2,294,3,NA
17528707,Charming private room in La Latina,4839218,Ricardo,Centro,Embajadores,40.40786,-3.70613,Private room,,2,112,14/01/2020,1.34,3,0,0,NA
17762660,REAL MADRID BERNABEU- FOR 8 3 BEDR.,88431017,Guillermo,Chamartín,Hispanoamérica,40.45593,-3.68067,Entire home/apt,,1,330,11/01/2023,3.89,2,0,0,NA
17529859,La Casita de Dulce / SOL-PZA MAYOR / BEST LOCATION,70221288,Dulce,Centro,Cortes,40.41359327,-3.70092337,Entire home/apt,121,5,266,04/03/2024,3.13,1,0,38,NA
17765189,ELEGANT APARTMENT | ATOCHA - A/C - WIFI,28608614,Elsa & Gabriel,Arganzuela,Palos de Moguer,40.40199,-3.69439,Entire home/apt,88,3,335,15/03/2024,3.95,2,11,62,VT-6294
17765425,Cozy Estudio en Plaza Castilla,119826562,Karen,Tetuán,Castillejos,40.46374,-3.69187,Entire home/apt,,1,92,25/07/2019,1.08,3,0,0,NA
17968171,Apartamento Luxury 1 Madrid,90571195,Gabriel,Centro,Sol,40.41987,-3.70373,Entire home/apt,102,1,120,13/03/2024,1.46,4,1,24,NA
17774070,Large and Cosy doubleroom in Unique neighborhood,121346580,Puri,Fuencarral - El Pardo,La Paz,40.48407,-3.70655,Private room,,2,28,10/12/2019,0.33,1,0,0,NA
17968767,Chic Center Malasaña,44450805,Sergio,Centro,Universidad,40.42644,-3.70338,Entire home/apt,98,3,225,25/02/2024,2.65,2,23,13,VT-77131-CS
17973836,Beautiful 3 Bedroom Apartment in Salamanca,96718304,Carlos,Chamartín,El Viso,40.43782,-3.68326,Entire home/apt,,5,2,02/05/2017,0.02,1,0,0,NA
17776165,Habitación en Madrid para una persona,95404148,Rafael,Puente de Vallecas,Portazgo,40.39136,-3.64793,Private room,,2,21,01/11/2017,0.25,1,0,0,NA
17978148,"Madrid Centro, ""Las Letras"" un barrio con encanto",68669881,Ignacio,Centro,Cortes,40.41286,-3.69757,Entire home/apt,271,2,144,29/11/2023,1.7,1,106,14,NA
17979142,Luxury Spacious 3 Bed 3bath 140m  Plaza España,16219667,L Leopoldo,Centro,Universidad,40.42754,-3.71146,Entire home/apt,,1,76,29/12/2020,0.94,3,0,0,NA
17797538,Madrid Centro apartamento con Wifi,17556638,Maria Jesús & Jorge,Puente de Vallecas,San Diego,40.39764,-3.66896,Entire home/apt,56,2,112,08/01/2024,1.32,4,224,6,NA
17979438,FULL APARTMENT IN THE CENTER OF MADRID (Calle Goya,67227288,Miguel Ángel,Salamanca,Lista,40.42979,-3.6781,Entire home/apt,,4,0,,,1,0,0,NA
17802908,Cozy Attic in Plaza España,89137081,Andrea,Centro,Universidad,40.4269,-3.71174,Entire home/apt,,3,4,12/09/2017,0.05,1,0,0,NA
17985694,Sunny Design Apartment in La Latina/Plaza Mayor,121825815,Laren,Centro,Palacio,40.41179,-3.71044,Entire home/apt,226,2,222,13/02/2024,2.64,4,253,31,NA
17820059,Peaceful Apartment close to Plaza Mayor,121825815,Laren,Centro,Palacio,40.41156,-3.7104,Entire home/apt,226,2,207,20/02/2024,2.43,4,254,14,NA
17825390,Piso super céntrico  - La Latina!,77213873,Loren,Centro,Palacio,40.41165,-3.70842,Entire home/apt,,1,5,08/09/2023,0.06,1,0,2,NA
18001589,Apartamento en pleno centro de Madrid !,123726483,Gaia,Chamberí,Gaztambide,40.43378,-3.7125,Entire home/apt,,1,1,04/06/2018,0.01,1,0,0,NA
17828433,Charming Lope de Vega - Renovado,4677030,Jaime,Centro,Cortes,40.41485347,-3.697058528,Entire home/apt,171,1,14,26/01/2024,0.17,6,341,1,NA
18003944,Romantic apartment in City center,53400845,Alfredo,Centro,Embajadores,40.41155,-3.70689,Entire home/apt,129,2,314,18/03/2024,3.71,3,93,78,NA
18011722,Habitación 3 minutos de CALLAO,58980411,Sultan,Centro,Universidad,40.42115,-3.70503,Private room,,1,1,23/04/2017,0.01,1,0,0,NA
17836144,apartamento carretas 101,26255620,Carretas Apartments,Centro,Sol,40.41482,-3.70281,Entire home/apt,176,3,3,16/04/2022,0.04,6,135,0,VT1887
17838023,Habitación en ático con terraza.,100939487,Elenyta,Puente de Vallecas,San Diego,40.39452,-3.66582,Private room,,3,8,16/09/2017,0.09,1,0,0,NA
18016295,Habitación 1 en zona tranquila y bien comunicada,123873639,Carmen,Usera,Orcasitas,40.36906,-3.71782,Private room,35,1,223,17/03/2024,2.65,2,153,38,NA
17840282,Apartamento Carretas 301,26255620,Carretas Apartments,Centro,Sol,40.415844,-3.7032,Entire home/apt,,3,3,04/07/2017,0.04,6,0,0,VT1866
17840320,Apartamento Carretas 102,26255620,Carretas Apartments,Centro,Sol,40.4167,-3.70305,Entire home/apt,,3,1,02/07/2017,0.01,6,0,0,VT1886
17846666,"Habitación en corazón de Chueca, centro de madrid",88018776,Antonio,Centro,Justicia,40.42376,-3.6992,Private room,,1,40,27/06/2023,0.47,2,0,5,NA
18024767,Apartamento Acogedor.,91005550,Liley,Retiro,Adelfas,40.39834,-3.66977,Entire home/apt,,3,3,28/10/2018,0.04,1,0,0,NA
18027290,Comfortable apartment in Madrid center,96541548,Nestor,Arganzuela,Acacias,40.40428,-3.70488,Entire home/apt,,7,10,28/05/2023,0.12,1,0,1,NA
17853779,Vallehermoso,53928475,Alfonso,Chamberí,Arapiles,40.43522,-3.70723,Private room,,21,24,04/05/2019,0.28,1,0,0,NA
17855534,Maravilloso Ático en pleno centro,122183673,Pedro,Centro,Embajadores,40.41333,-3.7057,Entire home/apt,,2,0,,,3,0,0,NA
17859877,Habitación privada cerca de Quevedo,20128787,Juan,Chamberí,Arapiles,40.43413,-3.70714,Private room,,4,4,02/05/2017,0.05,1,0,0,NA
18032664,"La Latina, three bedrooms apartment downtown",79224227,Hernan,Centro,Palacio,40.41238,-3.70981,Entire home/apt,271,4,192,11/03/2024,2.27,3,59,32,NA
18037011,Oasis en el centro de Madrid - Terraza,85085945,Jorge,Centro,Embajadores,40.41115,-3.70336,Entire home/apt,,1,118,12/05/2023,1.4,1,0,2,NA
18039199,Habitación Doble cerca del Retiro,124105329,Katherin,Retiro,Pacífico,40.40536,-3.67626,Private room,,1,2,30/04/2017,0.02,1,0,0,NA
17883297,Habitación en Prosperidad,122465477,Enrique,Chamartín,Ciudad Jardín,40.44685,-3.67494,Private room,65,1,16,23/12/2019,0.21,1,0,0,NA
18048041,Piso en Madrid metro Urgel,77505621,Carla,Carabanchel,San Isidro,40.39335,-3.73125,Private room,24,7,18,08/03/2024,0.22,2,268,7,NA
18049992,.,45617608,Sandra,Centro,Universidad,40.42513,-3.70407,Private room,,1,7,01/01/2018,0.08,1,0,0,NA
17892372,"Flat (+Garage)next to Madrid River, Casa de Campo",51674218,Pablo,Latina,Lucero,40.40826,-3.7442,Entire home/apt,,6,29,13/08/2019,0.34,1,0,0,NA
18051043,House for four,72547034,Zaida,San Blas - Canillejas,Amposta,40.42564,-3.62215,Entire home/apt,,1,1,17/04/2017,0.01,1,0,0,NA
18055157,"Habitación individual,  baño compartido en Aravaca",99880805,Sonia,Moncloa - Aravaca,Aravaca,40.45444,-3.78334,Private room,35,2,40,22/12/2023,0.48,1,339,10,NA
17897946,High Standing Apartment in Premium Area,122624585,Jose Miguel,Chamberí,Almagro,40.43371,-3.69109,Entire home/apt,96,1,89,24/07/2023,1.05,1,236,1,"Apartamento inscrito en el Registro de Empresas Turísticas con número de referencia VT-3464 (D. G. de Turismo, Comunidad de Madrid)"
17900282,Small loft ideal for couples,122388260,Veronica,Latina,Puerta del Angel,40.40469,-3.73935,Entire home/apt,,3,32,13/10/2017,0.38,1,0,0,NA
18062732,Charme en Madrid,42611021,Ana,Chamartín,El Viso,40.44759,-3.68323,Private room,80,5,51,21/01/2024,0.62,1,174,7,NA
17901250,Departamento Chamberí,51736845,Daniel,Chamberí,Rios Rosas,40.43876,-3.69426,Entire home/apt,55,4,107,25/01/2024,1.26,5,245,14,VT 6647
18067583,BRIGHT & COZY - BARRIO SALAMANCA,124381557,Barbieri Real Estate,Salamanca,Goya,40.42864,-3.67681,Entire home/apt,122,1,157,10/01/2024,1.86,6,293,19,VT-3524
18070118,STUNNING ZEN Boutique Studio CENTER LETRAS WIFI&AC,22361249,Mara,Centro,Cortes,40.41495,-3.70009,Entire home/apt,55,60,50,28/08/2023,0.59,3,144,1,VT-11880
17901271,Apartamento con piscina en Malasaña,57842730,Bill,Centro,Universidad,40.42648,-3.70441,Entire home/apt,129,6,32,30/08/2023,0.39,1,55,2,NA
18071804,Habitacion luminosa y tranquila en Carabanchel,4977064,Alberto,Carabanchel,Abrantes,40.38263,-3.72689,Entire home/apt,,1,10,12/02/2018,0.12,1,0,0,NA
17903863,Nice views! Malasaña luminous apart. Madrid center,29939898,Rubén,Centro,Universidad,40.42448,-3.70169,Entire home/apt,147,5,156,24/02/2024,1.86,1,153,11,Vivienda registrada
18081887,Pizarro St.,1784424,Ignacio,Centro,Universidad,40.42427,-3.70609,Entire home/apt,96,3,188,07/03/2024,2.23,2,249,56,----
18083089,"Everything in a walking distance, Great Location.",124524030,Emal,Centro,Embajadores,40.41195,-3.69827,Entire home/apt,,5,0,,,1,0,0,NA
17913623,Apartamento Carretas 302,26255620,Carretas Apartments,Centro,Sol,40.41478,-3.70369,Entire home/apt,,4,0,,,6,0,0,VT1863
17914266,A charming corner at the Retiro Park,36433297,Jesús And Sara,Retiro,Ibiza,40.42014,-3.6765,Entire home/apt,131,1,445,18/03/2024,5.27,2,245,87,VT-9855
18085274,Luminoso y cerca del retiro,124542073,Bárbara,Retiro,Pacífico,40.40232,-3.67685,Entire home/apt,,2,98,25/02/2024,1.19,1,4,40,NA
17914341,Habitación perfecta para gente creativa!,4316644,Andres,Tetuán,Berruguete,40.46087,-3.70035,Private room,,20,0,,,1,0,0,NA
18087363,"Acogedor, Céntrico y Silencioso (2h+2b) Gran Vía",124558373,Luxme,Centro,Sol,40.41876,-3.7014,Entire home/apt,224,2,277,28/02/2024,3.28,3,93,21,VT-3737
17914512,APARTMENT IN MADRID CENTER,122804913,Maria Del Carmen,Chamberí,Rios Rosas,40.44598,-3.69926,Entire home/apt,113,5,129,12/03/2024,1.53,1,68,22,NA
18090240,Habitación individual con TV y escritorio,27839309,Inma,Centro,Sol,40.41559,-3.70353,Private room,114,30,0,,,2,364,0,NA
17924090,Amezing bright penthouse in the centre!,33710002,Paula,Centro,Universidad,40.424,-3.70587,Entire home/apt,,2,0,,,1,0,0,NA
17930771,"Casa al lado del Retiro, Ideal para familias.",115458397,Nieves,Retiro,Pacífico,40.40502,-3.6726,Entire home/apt,130,2,189,23/02/2024,2.23,1,69,46,NA
18092890,IDEAL ESTUDIO PARA PAREJAS,104403656,Adrian,Centro,Embajadores,40.40881,-3.70361,Entire home/apt,,1,8,25/06/2017,0.09,1,0,0,NA
17932739,Bright & Spacious 2BD 2BTH - Las Letras,122977557,José,Centro,Cortes,40.41289,-3.69662,Entire home/apt,199,1,241,17/03/2024,2.84,1,305,41,NA
18093383,Mi rincón de Goya (My corner in Goya),109542538,Julio Víctor,Salamanca,Goya,40.42363,-3.67766,Entire home/apt,109,2,686,20/02/2024,8.12,1,39,85,VT-3306
17933443,Modern and spacious flat in the heart of Malasaña,12230900,Anabela’s Support Team,Centro,Universidad,40.4233,-3.70385,Entire home/apt,126,3,205,23/02/2024,2.42,2,102,49,NA
18098257,Espectacular Ático en el Centro de Madrid,122183673,Pedro,Centro,Embajadores,40.41246,-3.70556,Entire home/apt,,3,0,,,3,0,0,NA
